Dimensiones: 100 x 100
( 49 , 59 ) - Zanahoria
( 51 , 58 ) - Árbol
( 20 , 45 ) - Árbol
( 44 , 38 ) - Árbol
( 83 , 48 ) - Árbol
( 97 , 16 ) - Árbol
( 24 , 65 ) - Árbol
( 71 , 2 ) - Árbol
( 10 , 34 ) - Árbol
( 49 , 48 ) - Árbol
( 52 , 99 ) - Árbol
( 81 , 9 ) - Árbol
( 77 , 90 ) - Árbol
( 79 , 25 ) - Árbol
( 35 , 48 ) - Árbol
( 18 , 93 ) - Árbol
( 37 , 12 ) - Árbol
( 70 , 27 ) - Árbol
( 2 , 35 ) - Árbol
( 4 , 26 ) - Árbol
( 68 , 84 ) - Árbol
( 8 , 93 ) - Árbol
( 1 , 76 ) - Árbol
( 26 , 58 ) - Árbol
( 89 , 52 ) - Árbol
( 71 , 46 ) - Árbol
( 21 , 57 ) - Árbol
( 62 , 59 ) - Árbol
( 76 , 84 ) - Árbol
( 68 , 89 ) - Árbol
( 25 , 38 ) - Árbol
( 80 , 1 ) - Árbol
( 3 , 29 ) - Árbol
( 71 , 93 ) - Árbol
( 49 , 87 ) - Árbol
( 75 , 54 ) - Árbol
( 12 , 17 ) - Árbol
( 58 , 15 ) - Árbol
( 91 , 40 ) - Árbol
( 42 , 68 ) - Árbol
( 40 , 66 ) - Árbol
( 41 , 64 ) - Árbol
( 58 , 11 ) - Árbol
( 63 , 62 ) - Árbol
( 25 , 27 ) - Árbol
( 24 , 21 ) - Árbol
( 19 , 96 ) - Árbol
( 71 , 54 ) - Árbol
( 36 , 18 ) - Árbol
( 22 , 7 ) - Árbol
( 7 , 99 ) - Árbol
( 63 , 44 ) - Árbol
( 6 , 80 ) - Árbol
( 38 , 63 ) - Árbol
( 33 , 10 ) - Árbol
( 40 , 30 ) - Árbol
( 35 , 15 ) - Árbol
( 21 , 18 ) - Árbol
( 72 , 9 ) - Árbol
( 85 , 20 ) - Árbol
( 88 , 79 ) - Árbol
( 85 , 13 ) - Árbol
( 47 , 93 ) - Árbol
( 72 , 99 ) - Árbol
( 57 , 17 ) - Árbol
( 67 , 59 ) - Árbol
( 18 , 15 ) - Árbol
( 80 , 49 ) - Árbol
( 27 , 37 ) - Árbol
( 31 , 76 ) - Árbol
( 75 , 2 ) - Árbol
( 57 , 85 ) - Árbol
( 91 , 44 ) - Árbol
( 29 , 30 ) - Árbol
( 69 , 18 ) - Árbol
( 45 , 74 ) - Árbol
( 33 , 13 ) - Árbol
( 72 , 82 ) - Árbol
( 88 , 37 ) - Árbol
( 45 , 15 ) - Árbol
( 30 , 53 ) - Árbol
( 66 , 44 ) - Árbol
( 34 , 94 ) - Árbol
( 91 , 8 ) - Árbol
( 8 , 77 ) - Árbol
( 99 , 87 ) - Árbol
( 83 , 58 ) - Árbol
( 99 , 47 ) - Árbol
( 27 , 66 ) - Árbol
( 2 , 50 ) - Árbol
( 59 , 65 ) - Árbol
( 90 , 47 ) - Árbol
( 70 , 93 ) - Árbol
( 78 , 36 ) - Árbol
( 22 , 84 ) - Árbol
( 66 , 50 ) - Árbol
( 20 , 33 ) - Árbol
( 18 , 95 ) - Árbol
( 13 , 58 ) - Árbol
( 21 , 2 ) - Árbol
( 85 , 41 ) - Árbol
( 73 , 10 ) - Árbol
( 80 , 43 ) - Árbol
( 84 , 89 ) - Árbol
( 24 , 48 ) - Árbol
( 55 , 52 ) - Árbol
( 16 , 49 ) - Árbol
( 98 , 78 ) - Árbol
( 81 , 39 ) - Árbol
( 61 , 61 ) - Árbol
( 7 , 56 ) - Árbol
( 31 , 95 ) - Árbol
( 19 , 81 ) - Árbol
( 37 , 75 ) - Árbol
( 97 , 60 ) - Árbol
( 28 , 63 ) - Árbol
( 28 , 52 ) - Árbol
( 45 , 24 ) - Árbol
( 29 , 76 ) - Árbol
( 17 , 30 ) - Árbol
( 92 , 83 ) - Árbol
( 25 , 63 ) - Árbol
( 42 , 16 ) - Árbol
( 7 , 60 ) - Árbol
( 23 , 8 ) - Árbol
( 69 , 39 ) - Árbol
( 59 , 11 ) - Árbol
( 2 , 72 ) - Árbol
( 73 , 54 ) - Árbol
( 5 , 54 ) - Árbol
( 82 , 21 ) - Árbol
( 71 , 49 ) - Árbol
( 23 , 45 ) - Árbol
( 39 , 79 ) - Árbol
( 50 , 48 ) - Árbol
( 45 , 87 ) - Árbol
( 31 , 12 ) - Árbol
( 94 , 63 ) - Árbol
( 31 , 83 ) - Árbol
( 76 , 18 ) - Árbol
( 4 , 58 ) - Árbol
( 68 , 32 ) - Árbol
( 22 , 0 ) - Árbol
( 41 , 35 ) - Árbol
( 0 , 14 ) - Árbol
( 85 , 11 ) - Árbol
( 74 , 10 ) - Árbol
( 39 , 53 ) - Árbol
( 37 , 0 ) - Árbol
( 72 , 4 ) - Árbol
( 93 , 44 ) - Árbol
( 75 , 85 ) - Árbol
( 17 , 76 ) - Árbol
( 90 , 87 ) - Árbol
( 76 , 65 ) - Árbol
( 28 , 66 ) - Árbol
( 63 , 55 ) - Árbol
( 14 , 39 ) - Árbol
( 68 , 55 ) - Árbol
( 98 , 29 ) - Árbol
( 17 , 29 ) - Árbol
( 71 , 23 ) - Árbol
( 1 , 4 ) - Árbol
( 22 , 74 ) - Árbol
( 90 , 81 ) - Árbol
( 6 , 24 ) - Árbol
( 2 , 30 ) - Árbol
( 8 , 24 ) - Árbol
( 37 , 3 ) - Árbol
( 6 , 93 ) - Árbol
( 61 , 13 ) - Árbol
( 72 , 97 ) - Árbol
( 53 , 43 ) - Árbol
( 73 , 74 ) - Árbol
( 4 , 38 ) - Árbol
( 84 , 91 ) - Árbol
( 45 , 7 ) - Árbol
( 94 , 26 ) - Árbol
( 65 , 13 ) - Árbol
( 31 , 16 ) - Árbol
( 51 , 78 ) - Árbol
( 66 , 88 ) - Árbol
( 43 , 33 ) - Árbol
( 96 , 16 ) - Árbol
( 51 , 68 ) - Árbol
( 0 , 25 ) - Árbol
( 70 , 26 ) - Árbol
( 53 , 48 ) - Árbol
( 69 , 25 ) - Árbol
( 93 , 49 ) - Árbol
( 57 , 75 ) - Árbol
( 33 , 4 ) - Árbol
( 57 , 84 ) - Árbol
( 70 , 84 ) - Árbol
( 1 , 70 ) - Árbol
( 8 , 49 ) - Árbol
( 37 , 72 ) - Árbol
( 47 , 33 ) - Árbol
( 12 , 81 ) - Árbol
( 73 , 56 ) - Árbol
( 55 , 57 ) - Árbol
( 8 , 62 ) - Árbol
( 34 , 71 ) - Árbol
( 13 , 50 ) - Árbol
( 64 , 75 ) - Árbol
( 98 , 38 ) - Árbol
( 78 , 21 ) - Árbol
( 74 , 91 ) - Árbol
( 26 , 88 ) - Árbol
( 20 , 60 ) - Árbol
( 50 , 91 ) - Árbol
( 98 , 4 ) - Árbol
( 51 , 11 ) - Árbol
( 28 , 14 ) - Árbol
( 63 , 37 ) - Árbol
( 42 , 13 ) - Árbol
( 48 , 68 ) - Árbol
( 58 , 30 ) - Árbol
( 91 , 23 ) - Árbol
( 77 , 46 ) - Árbol
( 57 , 88 ) - Árbol
( 62 , 98 ) - Árbol
( 59 , 6 ) - Árbol
( 83 , 95 ) - Árbol
( 98 , 10 ) - Árbol
( 85 , 43 ) - Árbol
( 50 , 33 ) - Árbol
( 9 , 40 ) - Árbol
( 66 , 6 ) - Árbol
( 13 , 15 ) - Árbol
( 27 , 15 ) - Árbol
( 96 , 83 ) - Árbol
( 79 , 49 ) - Árbol
( 11 , 42 ) - Árbol
( 2 , 19 ) - Árbol
( 19 , 64 ) - Árbol
( 17 , 72 ) - Árbol
( 87 , 86 ) - Árbol
( 60 , 48 ) - Árbol
( 60 , 4 ) - Árbol
( 10 , 69 ) - Árbol
( 5 , 93 ) - Árbol
( 28 , 11 ) - Árbol
( 60 , 81 ) - Árbol
( 36 , 20 ) - Árbol
( 3 , 36 ) - Árbol
( 5 , 40 ) - Árbol
( 55 , 87 ) - Árbol
( 33 , 84 ) - Árbol
( 10 , 89 ) - Árbol
( 66 , 59 ) - Árbol
( 91 , 63 ) - Árbol
( 58 , 5 ) - Árbol
( 76 , 56 ) - Árbol
( 23 , 80 ) - Árbol
( 72 , 84 ) - Árbol
( 91 , 55 ) - Árbol
( 16 , 21 ) - Árbol
( 31 , 13 ) - Árbol
( 14 , 11 ) - Árbol
( 26 , 84 ) - Árbol
( 93 , 82 ) - Árbol
( 64 , 73 ) - Árbol
( 80 , 90 ) - Árbol
( 56 , 6 ) - Árbol
( 7 , 55 ) - Árbol
( 11 , 35 ) - Árbol
( 8 , 18 ) - Árbol
( 98 , 0 ) - Árbol
( 45 , 84 ) - Árbol
( 59 , 59 ) - Árbol
( 56 , 96 ) - Árbol
( 21 , 84 ) - Árbol
( 15 , 73 ) - Árbol
( 34 , 74 ) - Árbol
( 0 , 66 ) - Árbol
( 93 , 51 ) - Árbol
( 30 , 89 ) - Árbol
( 57 , 61 ) - Árbol
( 3 , 57 ) - Árbol
( 18 , 10 ) - Árbol
( 61 , 93 ) - Árbol
( 82 , 4 ) - Árbol
( 1 , 50 ) - Árbol
( 55 , 37 ) - Árbol
( 8 , 87 ) - Árbol
( 60 , 6 ) - Árbol
( 49 , 68 ) - Árbol
( 88 , 64 ) - Árbol
( 9 , 57 ) - Árbol
( 51 , 33 ) - Árbol
( 39 , 74 ) - Árbol
( 50 , 12 ) - Árbol
( 89 , 4 ) - Árbol
( 67 , 55 ) - Árbol
( 56 , 55 ) - Árbol
( 26 , 13 ) - Árbol
( 61 , 41 ) - Árbol
( 36 , 47 ) - Árbol
( 57 , 43 ) - Árbol
( 80 , 8 ) - Árbol
( 36 , 61 ) - Árbol
( 62 , 33 ) - Árbol
( 81 , 56 ) - Árbol
( 59 , 49 ) - Árbol
( 21 , 95 ) - Árbol
( 51 , 47 ) - Árbol
( 66 , 8 ) - Árbol
( 96 , 0 ) - Árbol
( 35 , 7 ) - Árbol
( 27 , 17 ) - Árbol
( 38 , 98 ) - Árbol
( 51 , 45 ) - Árbol
( 25 , 89 ) - Árbol
( 74 , 86 ) - Árbol
( 18 , 36 ) - Árbol
( 3 , 35 ) - Árbol
( 16 , 11 ) - Árbol
( 93 , 52 ) - Árbol
( 69 , 86 ) - Árbol
( 90 , 99 ) - Árbol
( 18 , 14 ) - Árbol
( 93 , 10 ) - Árbol
( 58 , 50 ) - Árbol
( 52 , 7 ) - Árbol
( 31 , 60 ) - Árbol
( 97 , 74 ) - Árbol
( 78 , 5 ) - Árbol
( 66 , 41 ) - Árbol
( 25 , 81 ) - Árbol
( 68 , 95 ) - Árbol
( 58 , 71 ) - Árbol
( 38 , 84 ) - Árbol
( 35 , 85 ) - Árbol
( 86 , 22 ) - Árbol
( 99 , 42 ) - Árbol
( 0 , 69 ) - Árbol
( 77 , 92 ) - Árbol
( 77 , 63 ) - Árbol
( 16 , 82 ) - Árbol
( 8 , 5 ) - Árbol
( 82 , 76 ) - Árbol
( 89 , 59 ) - Árbol
( 26 , 19 ) - Árbol
( 70 , 30 ) - Árbol
( 84 , 59 ) - Árbol
( 41 , 93 ) - Árbol
( 6 , 96 ) - Árbol
( 29 , 86 ) - Árbol
( 41 , 78 ) - Árbol
( 19 , 93 ) - Árbol
( 1 , 74 ) - Árbol
( 84 , 39 ) - Árbol
( 77 , 78 ) - Árbol
( 39 , 98 ) - Árbol
( 72 , 16 ) - Árbol
( 89 , 21 ) - Árbol
( 22 , 14 ) - Árbol
( 60 , 98 ) - Árbol
( 76 , 4 ) - Árbol
( 76 , 0 ) - Árbol
( 84 , 11 ) - Árbol
( 44 , 83 ) - Árbol
( 58 , 7 ) - Árbol
( 0 , 40 ) - Árbol
( 5 , 47 ) - Árbol
( 77 , 95 ) - Árbol
( 53 , 49 ) - Árbol
( 46 , 16 ) - Árbol
( 85 , 87 ) - Árbol
( 12 , 63 ) - Árbol
( 61 , 65 ) - Árbol
( 71 , 82 ) - Árbol
( 82 , 26 ) - Árbol
( 65 , 59 ) - Árbol
( 22 , 18 ) - Árbol
( 82 , 46 ) - Árbol
( 54 , 63 ) - Árbol
( 14 , 72 ) - Árbol
( 74 , 5 ) - Árbol
( 81 , 46 ) - Árbol
( 24 , 28 ) - Árbol
( 15 , 46 ) - Árbol
( 61 , 2 ) - Árbol
( 76 , 32 ) - Árbol
( 61 , 26 ) - Árbol
( 49 , 44 ) - Árbol
( 96 , 75 ) - Árbol
( 68 , 30 ) - Árbol
( 45 , 10 ) - Árbol
( 2 , 42 ) - Árbol
( 91 , 3 ) - Árbol
( 66 , 95 ) - Árbol
( 60 , 91 ) - Árbol
( 64 , 10 ) - Árbol
( 9 , 5 ) - Árbol
( 60 , 25 ) - Árbol
( 89 , 75 ) - Árbol
( 3 , 47 ) - Árbol
( 79 , 66 ) - Árbol
( 86 , 15 ) - Árbol
( 89 , 8 ) - Árbol
( 9 , 98 ) - Árbol
( 54 , 79 ) - Árbol
( 80 , 13 ) - Árbol
( 88 , 43 ) - Árbol
( 94 , 35 ) - Árbol
( 30 , 98 ) - Árbol
( 56 , 28 ) - Árbol
( 63 , 70 ) - Árbol
( 9 , 54 ) - Árbol
( 89 , 55 ) - Árbol
( 41 , 99 ) - Árbol
( 49 , 3 ) - Árbol
( 3 , 21 ) - Árbol
( 16 , 2 ) - Árbol
( 57 , 4 ) - Árbol
( 72 , 56 ) - Árbol
( 16 , 47 ) - Árbol
( 59 , 1 ) - Árbol
( 61 , 42 ) - Árbol
( 26 , 72 ) - Árbol
( 76 , 55 ) - Árbol
( 93 , 46 ) - Árbol
( 13 , 74 ) - Árbol
( 56 , 54 ) - Árbol
( 96 , 78 ) - Árbol
( 40 , 83 ) - Árbol
( 82 , 78 ) - Árbol
( 67 , 34 ) - Árbol
( 29 , 0 ) - Árbol
( 87 , 11 ) - Árbol
( 73 , 71 ) - Árbol
( 87 , 43 ) - Árbol
( 1 , 7 ) - Árbol
( 48 , 13 ) - Árbol
( 13 , 55 ) - Árbol
( 7 , 73 ) - Árbol
( 30 , 82 ) - Árbol
( 78 , 0 ) - Árbol
( 83 , 90 ) - Árbol
( 58 , 84 ) - Árbol
( 0 , 19 ) - Árbol
( 20 , 3 ) - Árbol
( 96 , 64 ) - Árbol
( 97 , 40 ) - Árbol
( 51 , 95 ) - Árbol
( 17 , 60 ) - Árbol
( 52 , 68 ) - Árbol
( 89 , 46 ) - Árbol
( 28 , 78 ) - Árbol
( 44 , 87 ) - Árbol
( 75 , 43 ) - Árbol
( 56 , 53 ) - Árbol
( 46 , 84 ) - Árbol
( 98 , 68 ) - Árbol
( 4 , 42 ) - Árbol
( 89 , 70 ) - Árbol
( 73 , 19 ) - Árbol
( 36 , 66 ) - Árbol
( 76 , 87 ) - Árbol
( 21 , 16 ) - Árbol
( 71 , 83 ) - Árbol
( 20 , 20 ) - Árbol
( 31 , 46 ) - Árbol
( 3 , 73 ) - Árbol
( 94 , 4 ) - Árbol
( 96 , 92 ) - Árbol
( 37 , 82 ) - Árbol
( 18 , 81 ) - Árbol
( 56 , 90 ) - Árbol
( 44 , 47 ) - Árbol
( 31 , 61 ) - Árbol
( 61 , 12 ) - Árbol
( 22 , 10 ) - Árbol
( 80 , 26 ) - Árbol
( 82 , 52 ) - Árbol
( 94 , 21 ) - Árbol
( 0 , 77 ) - Árbol
( 17 , 82 ) - Árbol
( 38 , 39 ) - Árbol
( 4 , 12 ) - Árbol
( 41 , 50 ) - Árbol
( 65 , 25 ) - Árbol
( 28 , 73 ) - Árbol
( 82 , 88 ) - Árbol
( 73 , 83 ) - Árbol
( 7 , 57 ) - Árbol
( 99 , 20 ) - Árbol
( 41 , 3 ) - Árbol
( 41 , 2 ) - Árbol
( 41 , 88 ) - Árbol
( 54 , 13 ) - Árbol
( 34 , 20 ) - Árbol
( 4 , 56 ) - Árbol
( 76 , 61 ) - Árbol
( 70 , 76 ) - Árbol
( 87 , 9 ) - Árbol
( 31 , 78 ) - Árbol
( 48 , 43 ) - Árbol
( 17 , 26 ) - Árbol
( 26 , 79 ) - Árbol
( 9 , 88 ) - Árbol
( 90 , 61 ) - Árbol
( 42 , 58 ) - Árbol
( 37 , 4 ) - Árbol
( 64 , 17 ) - Árbol
( 27 , 24 ) - Árbol
( 57 , 31 ) - Árbol
( 95 , 53 ) - Árbol
( 49 , 96 ) - Árbol
( 42 , 32 ) - Árbol
( 84 , 88 ) - Árbol
( 10 , 52 ) - Árbol
( 77 , 71 ) - Árbol
( 23 , 51 ) - Árbol
( 18 , 91 ) - Árbol
( 46 , 10 ) - Árbol
( 85 , 85 ) - Árbol
( 71 , 44 ) - Árbol
( 20 , 44 ) - Árbol
( 48 , 8 ) - Árbol
( 71 , 17 ) - Árbol
( 46 , 30 ) - Árbol
( 88 , 27 ) - Árbol
( 20 , 69 ) - Árbol
( 37 , 39 ) - Árbol
( 85 , 92 ) - Árbol
( 90 , 95 ) - Árbol
( 54 , 35 ) - Árbol
( 3 , 7 ) - Árbol
( 50 , 36 ) - Árbol
( 43 , 91 ) - Árbol
( 34 , 93 ) - Árbol
( 71 , 48 ) - Árbol
( 63 , 76 ) - Árbol
( 79 , 5 ) - Árbol
( 0 , 88 ) - Árbol
( 89 , 89 ) - Árbol
( 30 , 81 ) - Árbol
( 34 , 3 ) - Árbol
( 69 , 24 ) - Árbol
( 68 , 92 ) - Árbol
( 16 , 4 ) - Árbol
( 19 , 65 ) - Árbol
( 8 , 8 ) - Árbol
( 46 , 96 ) - Árbol
( 48 , 19 ) - Árbol
( 44 , 7 ) - Árbol
( 12 , 43 ) - Árbol
( 61 , 89 ) - Árbol
( 89 , 91 ) - Árbol
( 60 , 64 ) - Árbol
( 38 , 32 ) - Árbol
( 4 , 76 ) - Árbol
( 40 , 43 ) - Árbol
( 41 , 89 ) - Árbol
( 53 , 40 ) - Árbol
( 11 , 96 ) - Árbol
( 58 , 22 ) - Árbol
( 49 , 56 ) - Árbol
( 7 , 63 ) - Árbol
( 33 , 9 ) - Árbol
( 79 , 32 ) - Árbol
( 37 , 26 ) - Árbol
( 75 , 78 ) - Árbol
( 69 , 20 ) - Árbol
( 43 , 11 ) - Árbol
( 27 , 57 ) - Árbol
( 3 , 51 ) - Árbol
( 12 , 88 ) - Árbol
( 88 , 96 ) - Árbol
( 32 , 49 ) - Árbol
( 80 , 4 ) - Árbol
( 74 , 82 ) - Árbol
( 19 , 48 ) - Árbol
( 84 , 27 ) - Árbol
( 40 , 18 ) - Árbol
( 62 , 83 ) - Árbol
( 34 , 92 ) - Árbol
( 24 , 37 ) - Árbol
( 61 , 14 ) - Árbol
( 72 , 5 ) - Árbol
( 41 , 91 ) - Árbol
( 14 , 99 ) - Árbol
( 8 , 13 ) - Árbol
( 29 , 34 ) - Árbol
( 95 , 22 ) - Árbol
( 3 , 34 ) - Árbol
( 13 , 1 ) - Árbol
( 19 , 97 ) - Árbol
( 23 , 22 ) - Árbol
( 13 , 69 ) - Árbol
( 68 , 47 ) - Árbol
( 19 , 78 ) - Árbol
( 50 , 59 ) - Árbol
( 20 , 72 ) - Árbol
( 41 , 8 ) - Árbol
( 19 , 19 ) - Árbol
( 15 , 68 ) - Árbol
( 12 , 26 ) - Árbol
( 48 , 15 ) - Árbol
( 52 , 4 ) - Árbol
( 15 , 62 ) - Árbol
( 90 , 75 ) - Árbol
( 33 , 0 ) - Árbol
( 65 , 71 ) - Árbol
( 62 , 43 ) - Árbol
( 71 , 76 ) - Árbol
( 75 , 19 ) - Árbol
( 95 , 82 ) - Árbol
( 76 , 28 ) - Árbol
( 39 , 78 ) - Árbol
( 20 , 13 ) - Árbol
( 55 , 16 ) - Árbol
( 47 , 21 ) - Árbol
( 65 , 76 ) - Árbol
( 99 , 55 ) - Árbol
( 36 , 78 ) - Árbol
( 24 , 50 ) - Árbol
( 27 , 6 ) - Árbol
( 39 , 22 ) - Árbol
( 82 , 44 ) - Árbol
( 13 , 44 ) - Árbol
( 82 , 19 ) - Árbol
( 43 , 84 ) - Árbol
( 16 , 60 ) - Árbol
( 57 , 35 ) - Árbol
( 41 , 20 ) - Árbol
( 25 , 30 ) - Árbol
( 66 , 40 ) - Árbol
( 61 , 57 ) - Árbol
( 55 , 36 ) - Árbol
( 17 , 62 ) - Árbol
( 55 , 98 ) - Árbol
( 89 , 64 ) - Árbol
( 48 , 67 ) - Árbol
( 19 , 16 ) - Árbol
( 72 , 3 ) - Árbol
( 95 , 90 ) - Árbol
( 2 , 67 ) - Árbol
( 51 , 6 ) - Árbol
( 31 , 91 ) - Árbol
( 37 , 65 ) - Árbol
( 28 , 0 ) - Árbol
( 13 , 17 ) - Árbol
( 16 , 54 ) - Árbol
( 69 , 77 ) - Árbol
( 80 , 65 ) - Árbol
( 82 , 8 ) - Árbol
( 58 , 40 ) - Árbol
( 15 , 55 ) - Árbol
( 15 , 27 ) - Árbol
( 21 , 50 ) - Árbol
( 98 , 92 ) - Árbol
( 66 , 96 ) - Árbol
( 80 , 51 ) - Árbol
( 7 , 66 ) - Árbol
( 96 , 50 ) - Árbol
( 56 , 81 ) - Árbol
( 30 , 86 ) - Árbol
( 15 , 7 ) - Árbol
( 61 , 84 ) - Árbol
( 38 , 8 ) - Árbol
( 86 , 65 ) - Árbol
( 31 , 38 ) - Árbol
( 29 , 98 ) - Árbol
( 50 , 22 ) - Árbol
( 15 , 50 ) - Árbol
( 63 , 45 ) - Árbol
( 3 , 26 ) - Árbol
( 29 , 74 ) - Árbol
( 53 , 4 ) - Árbol
( 81 , 44 ) - Árbol
( 33 , 91 ) - Árbol
( 60 , 85 ) - Árbol
( 35 , 52 ) - Árbol
( 94 , 81 ) - Árbol
( 12 , 58 ) - Árbol
( 48 , 92 ) - Árbol
( 27 , 99 ) - Árbol
( 20 , 89 ) - Árbol
( 45 , 50 ) - Árbol
( 61 , 52 ) - Árbol
( 91 , 27 ) - Árbol
( 2 , 37 ) - Árbol
( 76 , 68 ) - Árbol
( 35 , 65 ) - Árbol
( 16 , 81 ) - Árbol
( 59 , 71 ) - Árbol
( 32 , 55 ) - Árbol
( 53 , 46 ) - Árbol
( 11 , 26 ) - Árbol
( 33 , 67 ) - Árbol
( 68 , 96 ) - Árbol
( 16 , 42 ) - Árbol
( 38 , 88 ) - Árbol
( 70 , 54 ) - Árbol
( 76 , 48 ) - Árbol
( 29 , 79 ) - Árbol
( 25 , 90 ) - Árbol
( 35 , 33 ) - Árbol
( 79 , 98 ) - Árbol
( 91 , 50 ) - Árbol
( 33 , 39 ) - Árbol
( 5 , 53 ) - Árbol
( 61 , 62 ) - Árbol
( 26 , 48 ) - Árbol
( 53 , 18 ) - Árbol
( 60 , 26 ) - Árbol
( 0 , 61 ) - Árbol
( 62 , 45 ) - Árbol
( 58 , 95 ) - Árbol
( 55 , 99 ) - Árbol
( 49 , 33 ) - Árbol
( 40 , 95 ) - Árbol
( 17 , 80 ) - Árbol
( 86 , 4 ) - Árbol
( 80 , 95 ) - Árbol
( 30 , 87 ) - Árbol
( 0 , 48 ) - Árbol
( 12 , 21 ) - Árbol
( 20 , 94 ) - Árbol
( 77 , 80 ) - Árbol
( 27 , 1 ) - Árbol
( 44 , 60 ) - Árbol
( 37 , 35 ) - Árbol
( 61 , 67 ) - Árbol
( 69 , 55 ) - Árbol
( 58 , 98 ) - Árbol
( 27 , 53 ) - Árbol
( 55 , 92 ) - Árbol
( 25 , 49 ) - Árbol
( 45 , 57 ) - Árbol
( 46 , 12 ) - Árbol
( 82 , 71 ) - Árbol
( 48 , 2 ) - Árbol
( 55 , 5 ) - Árbol
( 48 , 9 ) - Árbol
( 28 , 43 ) - Árbol
( 40 , 38 ) - Árbol
( 79 , 41 ) - Árbol
( 56 , 42 ) - Árbol
( 92 , 30 ) - Árbol
( 37 , 80 ) - Árbol
( 62 , 79 ) - Árbol
( 84 , 5 ) - Árbol
( 40 , 65 ) - Árbol
( 83 , 84 ) - Árbol
( 55 , 45 ) - Árbol
( 22 , 48 ) - Árbol
( 72 , 8 ) - Árbol
( 42 , 3 ) - Árbol
( 71 , 51 ) - Árbol
( 82 , 84 ) - Árbol
( 73 , 86 ) - Árbol
( 90 , 53 ) - Árbol
( 71 , 14 ) - Árbol
( 29 , 14 ) - Árbol
( 95 , 23 ) - Árbol
( 17 , 86 ) - Árbol
( 46 , 86 ) - Árbol
( 70 , 86 ) - Árbol
( 22 , 29 ) - Árbol
( 39 , 23 ) - Árbol
( 3 , 3 ) - Árbol
( 74 , 90 ) - Árbol
( 53 , 32 ) - Árbol
( 53 , 89 ) - Árbol
( 85 , 99 ) - Árbol
( 41 , 10 ) - Árbol
( 4 , 83 ) - Árbol
( 57 , 48 ) - Árbol
( 21 , 23 ) - Árbol
( 11 , 80 ) - Árbol
( 77 , 58 ) - Árbol
( 90 , 92 ) - Árbol
( 62 , 4 ) - Árbol
( 67 , 19 ) - Árbol
( 73 , 31 ) - Árbol
( 72 , 43 ) - Árbol
( 19 , 84 ) - Árbol
( 87 , 13 ) - Árbol
( 24 , 91 ) - Árbol
( 87 , 48 ) - Árbol
( 96 , 38 ) - Árbol
( 82 , 23 ) - Árbol
( 64 , 60 ) - Árbol
( 43 , 78 ) - Árbol
( 27 , 47 ) - Árbol
( 93 , 42 ) - Árbol
( 59 , 79 ) - Árbol
( 12 , 41 ) - Árbol
( 33 , 53 ) - Árbol
( 80 , 54 ) - Árbol
( 67 , 98 ) - Árbol
( 34 , 90 ) - Árbol
( 55 , 84 ) - Árbol
( 45 , 26 ) - Árbol
( 79 , 70 ) - Árbol
( 9 , 47 ) - Árbol
( 89 , 6 ) - Árbol
( 29 , 2 ) - Árbol
( 5 , 59 ) - Árbol
( 58 , 1 ) - Árbol
( 72 , 23 ) - Árbol
( 69 , 27 ) - Árbol
( 55 , 8 ) - Árbol
( 53 , 16 ) - Árbol
( 49 , 41 ) - Árbol
( 78 , 47 ) - Árbol
( 17 , 97 ) - Árbol
( 80 , 85 ) - Árbol
( 95 , 99 ) - Árbol
( 62 , 39 ) - Árbol
( 75 , 98 ) - Árbol
( 59 , 27 ) - Árbol
( 1 , 21 ) - Árbol
( 14 , 27 ) - Árbol
( 92 , 15 ) - Árbol
( 2 , 78 ) - Árbol
( 27 , 81 ) - Árbol
( 20 , 51 ) - Árbol
( 50 , 7 ) - Árbol
( 80 , 78 ) - Árbol
( 47 , 94 ) - Árbol
( 54 , 31 ) - Árbol
( 26 , 69 ) - Árbol
( 4 , 2 ) - Árbol
( 27 , 78 ) - Árbol
( 58 , 32 ) - Árbol
( 82 , 25 ) - Árbol
( 64 , 62 ) - Árbol
( 21 , 35 ) - Árbol
( 35 , 3 ) - Árbol
( 62 , 52 ) - Árbol
( 74 , 32 ) - Árbol
( 97 , 14 ) - Árbol
( 86 , 36 ) - Árbol
( 26 , 76 ) - Árbol
( 93 , 87 ) - Árbol
( 16 , 55 ) - Árbol
( 74 , 97 ) - Árbol
( 14 , 78 ) - Árbol
( 17 , 12 ) - Árbol
( 72 , 36 ) - Árbol
( 55 , 81 ) - Árbol
( 56 , 97 ) - Árbol
( 40 , 23 ) - Árbol
( 5 , 72 ) - Árbol
( 5 , 60 ) - Árbol
( 25 , 29 ) - Árbol
( 45 , 81 ) - Árbol
( 40 , 76 ) - Árbol
( 38 , 64 ) - Árbol
( 26 , 40 ) - Árbol
( 59 , 44 ) - Árbol
( 22 , 17 ) - Árbol
( 6 , 76 ) - Árbol
( 87 , 74 ) - Árbol
( 50 , 4 ) - Árbol
( 95 , 3 ) - Árbol
( 29 , 28 ) - Árbol
( 90 , 4 ) - Árbol
( 1 , 49 ) - Árbol
( 62 , 15 ) - Árbol
( 62 , 9 ) - Árbol
( 89 , 67 ) - Árbol
( 10 , 15 ) - Árbol
( 60 , 94 ) - Árbol
( 1 , 31 ) - Árbol
( 43 , 68 ) - Árbol
( 75 , 51 ) - Árbol
( 73 , 2 ) - Árbol
